question_id,question,expected_answer,answerability,tipo,subtipo,source_idx,document_id,document_title,citation_label,section_label,official_url,support_excerpt,relevance
gt-0037,"Além da conexão às instalações de transmissão, que conexão de geração também é coberta pelo Submódulo 2.10-RQ dos Procedimentos de Rede?",O Submódulo 2.10-RQ também apresenta requisitos técnicos mínimos com impacto sistêmico para conexão de centrais de geração às instalações sob responsabilidade de distribuidora em tensão superior a 69 kV.,corpus_supported,procedimento,procedimento_rede,0,proc-rede-2-10-rq,Procedimentos de Rede — Requisitos técnicos mínimos para a conexão às instalações de transmissão,"Procedimentos de Rede, Submódulo 2.10-RQ, item 1.2",Submódulo 2.10-RQ - Objetivo,https://proxyportais.ons.org.br/ons.portalempregado.proxy/garapi/api/processo/retornarpdf?url=/sites/soumaisons/portalgar/ecmpdf/Subm%C3%B3dulo%202.10-RQ_2025.02.pdf,Este submódulo também tem como objetivo apresentar os requisitos técnicos mínimos com impacto sistêmico para a conexão de centrais de geração às instalações sob responsabilidade de distribuidora em nível de tensão superior a 69 kV.,3
gt-0038,"O que deve ocorrer com sistemas de proteção, registro de perturbações e teleproteção quando há ampliação, melhoria ou reforço em instalações de transmissão?",Eles devem ser compatibilizados com os sistemas já instalados e atender aos requisitos do Submódulo 2.11-RQ.,corpus_supported,procedimento,procedimento_rede,0,proc-rede-2-11-rq,"Procedimentos de Rede — Requisitos mínimos para os sistemas de proteção, de registro de perturbações e de teleproteção","Procedimentos de Rede, Submódulo 2.11-RQ, item 3.4",Submódulo 2.11-RQ - Requisitos mínimos,https://proxyportais.ons.org.br/ons.portalempregado.proxy/garapi/api/processo/retornarpdf?url=/sites/soumaisons/portalgar/ecmpdf/Subm%C3%B3dulo%202.11-RQ_2024.05.pdf,"No caso de implantação de ampliação, melhoria ou reforço em instalações de transmissão, os respectivos sistemas de proteção, registro de perturbações, teleproteção e redes de comunicação ... devem ser compatibilizados com os já instalados e atender aos requisitos deste submódulo.",3
gt-0039,Quais elementos do Sistema de Medição para Faturamento são abrangidos pelo Submódulo 2.14-RQ?,"O submódulo estabelece requisitos para o SMF, incluindo comunicação de dados, recursos de programação, medição de retaguarda, localização dos pontos de medição e arquitetura básica do sistema.",corpus_supported,procedimento,procedimento_rede,0,proc-rede-2-14-rq,Procedimentos de Rede — Requisitos mínimos para o Sistema de Medição para Faturamento,"Procedimentos de Rede, Submódulo 2.14-RQ, item 1",Submódulo 2.14-RQ - Objetivo,https://proxyportais.ons.org.br/ons.portalempregado.proxy/garapi/api/processo/retornarpdf?url=/sites/soumaisons/portalgar/ecmpdf/Subm%C3%B3dulo%202.14-RQ_2022.11.pdf,"Estabelecer os requisitos para o Sistema de Medição para Faturamento (SMF), inclusive para a comunicação de dados, recursos de programação, medição de retaguarda, localização dos pontos de medição e arquitetura básica do SMF.",3
gt-0040,"Segundo o Submódulo 5.1-OP, qual é a relação entre operação do sistema e operação das instalações?","As atividades são interdependentes e complementares, pois os resultados da operação do sistema servem de insumo para a operação das instalações e vice-versa.",corpus_supported,procedimento,procedimento_rede,0,proc-rede-s-bmodulo-5-1-op-2022-08,Procedimentos de Rede — Operação do Sistema e das instalações da Rede de Operação,"Procedimentos de Rede, Submódulo 5.1-OP, item 1.1",Submódulo 5.1-OP - Operação,https://proxyportais.ons.org.br/ons.portalempregado.proxy/garapi/api/processo/retornarpdf?url=/sites/soumaisons/portalgar/ecmpdf/S%C3%BAbmodulo%205.1-OP_2022.08.pdf,"As atividades da operação do sistema e da operação de instalações são interdependentes e complementares, uma vez que os resultados da operação do sistema são insumos para a operação das instalações e vice-versa.",3
gt-0041,"Na apuração mensal do Submódulo 8.3-PR, quais parcelas são consideradas no VMEuRB?","São considerados os EUST relativos à Rede Básica em função do MUST contratado e da TUSTRB, os EUST de importação ou exportação de energia elétrica e eventuais diferenças entre MUST verificado e MUST contratado.",corpus_supported,procedimento,procedimento_rede,0,proc-rede-8-3-pr,Procedimentos de Rede — Apuração mensal de serviços e encargos da transmissão e encargos setoriais,"Procedimentos de Rede, Submódulo 8.3-PR, item 1.2.1.1",Submódulo 8.3-PR - Apuração de encargos,https://proxyportais.ons.org.br/ons.portalempregado.proxy/garapi/api/processo/retornarpdf?url=/sites/soumaisons/portalgar/ecmpdf/Subm%C3%B3dulo%208.3-PR_2025.06.pdf,Para a apuração do VMEuRB são considerados: EUST relativos à Rede Básica em função do MUST contratado e da TUSTRB; EUST relativos à importação ou exportação de energia elétrica; e eventuais diferenças de encargos entre MUST verificado e MUST contratado.,3
gt-0042,Qual é o prazo ordinário para envio da BDO segundo o manual de interrupções e ocorrências emergenciais?,A BDO deve ser enviada mensalmente até o último dia do mês subsequente ao mês de referência dos dados.,corpus_supported,manual,distribuicao,0,manual-distribuicao-manual-de-instrucoes-da-base-de-dados-de-ocorrencias-e-interrupcoes-da-distribui,Manual de Instruções da Base de Dados de Ocorrências e Interrupções da Distribuidora (BDO),"Manual BDO, item 5.1",Item 5.1 - Envio ordinário,https://git.aneel.gov.br/publico/centralconteudo/-/raw/main/manuaisminstrucoes/distribuicao/Manual_envio_dados_interrupcoes_ocorrencias_emergenciais.pdf,"A Base de Dados de Ocorrências e Interrupções da Distribuição (BDO) deve ser enviada mensalmente, até o último dia do mês subsequente ao mês de referência dos dados.",3
gt-0043,Até quando a base INDGER2 deve ser enviada em relação ao mês de referência dos dados?,A base INDGER2 deve ser enviada mensalmente até o último dia do mês subsequente ao mês de referência dos dados.,corpus_supported,manual,distribuicao,0,manual-distribuicao-manual-de-instrucoes-da-base-de-dados-indger2-versao-2-5,Manual de Instruções da Base de Dados INDGER2 (versão 2.5),"Manual INDGER2, item 5.1",Item 5.1 - Envio ordinário,https://git.aneel.gov.br/publico/centralconteudo/-/raw/main/manuaisminstrucoes/distribuicao/Manual-Envio-Dados-IndGer-ConectANEEL.pdf,"A base de dados INDGER2 deve ser enviada mensalmente, até o último dia do mês subsequente ao mês de referência dos dados.",3
gt-0044,"Antes de enviar dados pelo ConectANEEL, qual pré-requisito de cadastro deve ser cumprido pela instituição responsável?",A instituição responsável deve realizar o cadastramento de pelo menos um usuário responsável pelo envio da informação e possuir cadastro ativo na ANEEL.,source_only,manual,envio-de-arquivos,0,manual-envio-de-arquivos-manual-de-envio-de-dados-via-conectaneel,Manual de envio de dados via ConectANEEL,"Manual ConectANEEL, pré-requisitos",Pré-requisitos - cadastramento de usuários,https://git.aneel.gov.br/publico/centralconteudo/-/raw/main/manuaisminstrucoes/envioarquivos/manual_envio_dados_via_conectaneel.pdf,"Antes do envio de dados, a instituição responsável pelo envio deverá realizar o cadastramento de pelo menos um usuário responsável pelo envio da informação. Para a realização do cadastro, a instituição deverá possuir cadastro ativo na ANEEL.",3
gt-0045,"Para solicitar ato autorizativo de acesso à Rede Básica, quais documentos centrais devem ser apresentados à ANEEL segundo o guia?","Devem ser apresentados, entre outros, carta solicitando o acesso, cronograma de implantação das obras, Parecer de Acesso emitido pelo ONS, portaria emitida pelo MME e projeto básico com planta baixa das subestações e diagrama unifilar.",source_only,manual,transmissao,0,manual-transmissao-guia-de-solicitacoes-de-ato-autorizativo-para-acesso-a-rede-basica,Guia de solicitações de ato autorizativo para acesso à Rede Básica,Guia de Ato Autorizativo para Acesso à Rede Básica,Fluxo de solicitação à ANEEL,https://git.aneel.gov.br/publico/centralconteudo/-/raw/main/manuaisminstrucoes/transmissao/2022-Guia_solicitacoes_ato_autorizativo_acesso_Rede_Basica.pdf,Apresentar à ANEEL: carta solicitando o acesso; cronograma de implantação das obras; Parecer de Acesso emitido pelo ONS; Portaria emitida pelo MME; projeto básico contendo planta baixa das subestações e diagrama unifilar.,3
gt-0046,"Depois da publicação do POTEE, o que a SCT faz na rotina de autorização de reforços sem receita prévia?","A SCT analisa os reforços indicados no POTEE para determinar a autorização de implantação; o despacho indica a concessionária responsável, escopo, prazo de execução, data de necessidade e indicação no SGPMR.",corpus_supported,manual,transmissao,0,manual-transmissao-rotina-operacional-padrao-para-autorizacao-de-reforcos-sem-receita-previa,Rotina Operacional Padrão para autorização de reforços sem receita prévia,Rotina de autorização de reforços sem receita prévia,Procedimentos - análise SCT,https://git.aneel.gov.br/publico/centralconteudo/-/raw/main/manuaisminstrucoes/transmissao/2021_Rotina_op_padrao_autoriza_reforcos_sem_receita_previa.pdf,"Publicado o POTEE, a SCT analisa os reforços indicados neste documento para determinar a autorização para sua implantação. O Despacho da SCT indicará a concessionária responsável, o escopo do reforço, o prazo para execução, a data de necessidade e sua indicação no SGPMR.",3
gt-0047,Qual é a finalidade institucional da ANEEL segundo a Lei 9.427/1996?,"A ANEEL tem por finalidade regular e fiscalizar a produção, transmissão, distribuição, armazenamento e comercialização de energia elétrica, conforme políticas e diretrizes do governo federal.",corpus_supported,lei,lei_federal,0,lei-9427-1996,Lei 9.427/1996 — Criação da ANEEL,"Lei 9.427/1996, Art. 2º",Art. 2º,https://www.planalto.gov.br/ccivil_03/leis/l9427cons.htm,"A Agência Nacional de Energia Elétrica - Aneel tem por finalidade regular e fiscalizar a produção, transmissão, distribuição, armazenamento e comercialização de energia elétrica, em conformidade com as políticas e diretrizes do governo federal.",3
gt-0048,Quais condições caracterizam serviço adequado na Lei 8.987/1995?,"Serviço adequado é aquele que satisfaz regularidade, continuidade, eficiência, segurança, atualidade, generalidade, cortesia na prestação e modicidade das tarifas.",corpus_supported,lei,lei_federal,0,lei-8987-1995,Lei 8.987/1995 — Concessões de Serviços Públicos,"Lei 8.987/1995, Art. 6º, §1º","Art. 6º, §1º",https://www.planalto.gov.br/ccivil_03/leis/l8987compilada.htm,"Serviço adequado é o que satisfaz as condições de regularidade, continuidade, eficiência, segurança, atualidade, generalidade, cortesia na sua prestação e modicidade das tarifas.",3
gt-0049,"Nos serviços de energia elétrica, como a Lei 9.074/1995 enquadra concessões, permissões e autorizações?","A lei determina que concessões, permissões e autorizações para exploração de serviços e instalações de energia elétrica e aproveitamento energético de cursos d’água sejam contratadas, prorrogadas ou outorgadas nos termos da própria Lei 9.074/1995, da Lei 8.987/1995 e das demais normas aplicáveis.",corpus_supported,lei,lei_federal,0,lei-9074-1995,Lei 9.074/1995 — Outorgas e Prorrogações de Concessões,"Lei 9.074/1995, Art. 4º",Art. 4º,https://www.planalto.gov.br/ccivil_03/leis/l9074compilada.htm,"As concessões, permissões e autorizações de exploração de serviços e instalações de energia elétrica e de aproveitamento energético dos cursos de água serão contratadas, prorrogadas ou outorgadas nos termos desta e da Lei nº 8.987, e das demais.",3
gt-0050,Quais atributos caracterizam a natureza especial de uma agência reguladora segundo a Lei 13.848/2019?,"A natureza especial é caracterizada por ausência de tutela ou subordinação hierárquica, autonomia funcional, decisória, administrativa e financeira, investidura a termo dos dirigentes e estabilidade durante os mandatos.",corpus_supported,lei,lei_federal,0,lei-13848-2019,Lei 13.848/2019 — Lei das Agências Reguladoras,"Lei 13.848/2019, Art. 3º",Art. 3º,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/lei/l13848.htm,"A natureza especial conferida à agência reguladora é caracterizada pela ausência de tutela ou de subordinação hierárquica, pela autonomia funcional, decisória, administrativa e financeira e pela investidura a termo de seus dirigentes e estabilidade durante os mandatos.",3
